glacier_id,glacier_na,glims_id,wgi_id,rgi_id,nhd_id,gnis_id,recno,parent_ice,glac_status
G240740E37709N,CA,G240740E37709N,,RGI60-02.15533,77256861, ,,,exists
G240742E37707N,CA,G240742E37707N,,RGI60-02.15534,77256863, ,,,exists
G240738E37706N,CA,G240738E37706N,,RGI60-02.15535,,,,,exists
G240746E37704N,CA,G240746E37704N,,RGI60-02.15536,77256869, ,,,exists
G240736E37703N,CA,G240736E37703N,,RGI60-02.15537,,,,,exists
G240726E37701N,CA,G240726E37701N,,RGI60-02.15538,66492885, ,,,exists
G240741E37699N,CA,G240741E37699N,,RGI60-02.15539,77256891, ,,,exists
G240719E37694N,CA,G240719E37694N,,RGI60-02.15540,66492919, ,,,exists
G240713E37691N,CA,G240713E37691N,,RGI60-02.15541,66492925, ,,,exists
G240698E37666N,CA,G240698E37666N,,RGI60-02.15542,,,,,exists
G240627E37636N,CA,G240627E37636N,,RGI60-02.15543,66493051, ,,,exists
G240630E37634N,CA,G240630E37634N,,RGI60-02.15544,66493057, ,,,exists
G240632E37633N,CA,G240632E37633N,,RGI60-02.15545,66493067, ,,,exists
G240835E37613N,CA,G240835E37613N,,RGI60-02.15546,77257339, ,,,exists
G240841E37611N,CA,G240841E37611N,,RGI60-02.15547,77257355, ,,,exists
G240837E37610N,CA,G240837E37610N,US2K04452002,RGI60-02.15548,77257365, ,,,exists
G240849E37607N,CA,G240849E37607N,,RGI60-02.15549,77257381, ,,,exists
G240998E37573N,CA,G240998E37573N,,RGI60-02.15550,77318182, ,,,exists
G240578E37692N,CA,G240578E37692N,,RGI60-02.15551,66492845, ,,,exists
G240585E37671N,CA,G240585E37671N,,RGI60-02.15552,66492909, ,,,exists
G240590E37656N,CA,G240590E37656N,,RGI60-02.15553,66492957, ,,,exists
G240594E37652N,CA,G240594E37652N,,RGI60-02.15554,66492971, ,,,exists
G240620E37639N,CA,G240620E37639N,,RGI60-02.15555,66493027, ,,,exists
G240613E37637N,CA,G240613E37637N,,RGI60-02.15556,66493029, ,,,exists
G240602E37636N,CA,G240602E37636N,,RGI60-02.15557,66493023, ,,,exists
G240605E37636N,CA,G240605E37636N,US2K04442001,RGI60-02.15558,66493025, ,,,exists
G240617E37636N,CA,G240617E37636N,,RGI60-02.15559,66493037, ,,,exists
G240623E37636N,CA,G240623E37636N,,RGI60-02.15560,66493043, ,,,exists
G240500E38214N,CA,G240500E38214N,,RGI60-02.15561,60570790, ,,,exists
G240504E38196N,CA,G240504E38196N,,RGI60-02.15562,60564318, ,,,exists
G240512E38189N,CA,G240512E38189N,,RGI60-02.15563,67268726, ,,,exists
G240518E38188N,CA,G240518E38188N,,RGI60-02.15564,67268730, ,,,exists
G240532E38187N,CA,G240532E38187N,,RGI60-02.15565,67268748, ,,,exists
G240580E38181N,CA,G240580E38181N,,RGI60-02.15566,67268760, ,,,exists
G240585E38177N,CA,G240585E38177N,,RGI60-02.15567,67268770, ,,,exists
G240498E38160N,CA,G240498E38160N,,RGI60-02.15568,60570796, ,,,exists
G240557E38161N,CA,G240557E38161N,,RGI60-02.15569,67268800, ,,,exists
G240508E38150N,CA,G240508E38150N,,RGI60-02.15570,67268806, ,,,exists
G240430E38118N,CA,G240430E38118N,,RGI60-02.15571,66760971, ,,,exists
G240423E38116N,CA,G240423E38116N,,RGI60-02.15572,66760965, ,,,exists
G240424E38117N,CA,G240424E38117N,,RGI60-02.15573,66760969, ,,,exists
G240455E38039N,CA,G240455E38039N,,RGI60-02.15574,66761137, ,,,exists
G240630E38094N,CA,G240630E38094N,,RGI60-02.15575,67268910, ,,,exists
G240634E38093N,CA,G240634E38093N,,RGI60-02.15576,67268918, ,,,exists
G240641E38088N,CA,G240641E38088N,,RGI60-02.15577,67268928, ,,,exists
G240655E38092N,CA,G240655E38092N,,RGI60-02.15578,67268940, ,,,exists
G240652E38091N,CA,G240652E38091N,,RGI60-02.15579,67268938, ,,,exists
G240645E38091N,CA,G240645E38091N,,RGI60-02.15580,67268934, ,,,exists
G240629E38091N,CA,G240629E38091N,,RGI60-02.15581,67268924, ,,,exists
G240657E38091N,CA,G240657E38091N,,RGI60-02.15582,67268946, ,,,exists
G240648E38089N,CA,G240648E38089N,US2L00432002,RGI60-02.15583,67268944, ,,,exists
G240654E38086N,CA,G240654E38086N,,RGI60-02.15584,67268958, ,,,exists
G240649E38084N,CA,G240649E38084N,,RGI60-02.15585,66761095, ,,,exists
G240644E38081N,CA,G240644E38081N,,RGI60-02.15586,66761105, ,,,exists
G240664E38080N,CA,G240664E38080N,,RGI60-02.15587,67268970, ,,,exists
G240660E38080N,CA,G240660E38080N,,RGI60-02.15588,67268966, ,,,exists
G240660E38078N,CA,G240660E38078N,,RGI60-02.15589,67268972, ,,,exists
G240734E38077N,CA,G240734E38077N,,RGI60-02.15590,67268982, ,,,exists
G240662E38074N,CA,G240662E38074N,,RGI60-02.15591,67268974, ,,,exists
G240727E38073N,CA,G240727E38073N,,RGI60-02.15592,67268992, ,,,exists
G240735E38071N,CA,G240735E38071N,,RGI60-02.15593,67268998, ,,,exists
G240737E38070N,CA,G240737E38070N,,RGI60-02.15594,67269004, ,,,exists
G240643E38068N,CA,G240643E38068N,US2K04433003,RGI60-02.15595,66761175, ,,,exists
G240726E38069N,CA,G240726E38069N,,RGI60-02.15596,67269002, ,,,exists
G240673E38068N,CA,G240673E38068N,,RGI60-02.15597,67268980, ,,,exists
G240684E38066N,CA,G240684E38066N,,RGI60-02.15598,67268988, ,,,exists
G240676E38064N,CA,G240676E38064N,,RGI60-02.15599,67268984, ,,,exists
G240689E38063N,CA,G240689E38063N,,RGI60-02.15600,67269000, ,,,exists
G240678E38062N,CA,G240678E38062N,,RGI60-02.15601,67268996, ,,,exists
G240651E38056N,CA,G240651E38056N,,RGI60-02.15602,66761249, ,,,exists
G240644E38053N,CA,G240644E38053N,,RGI60-02.15603,66761259, ,,,exists
G240638E38052N,CA,G240638E38052N,,RGI60-02.15604,66761253, ,,,exists
G240686E38047N,CA,G240686E38047N,,RGI60-02.15605,67269020, ,,,exists
G240690E38044N,CA,G240690E38044N,,RGI60-02.15606,67269028, ,,,exists
G240684E38041N,CA,G240684E38041N,,RGI60-02.15607,66761313, ,,,exists
G240691E38041N,CA,G240691E38041N,,RGI60-02.15608,67269046, ,,,exists
G240693E38037N,CA,G240693E38037N,,RGI60-02.15609,67269056, ,,,exists
G240709E38039N,CA,G240709E38039N,,RGI60-02.15610,67269074, ,,,exists
G240690E38039N,CA,G240690E38039N,,RGI60-02.15611,67269050, ,,,exists
G240712E38038N,CA,G240712E38038N,,RGI60-02.15612,67269082, ,,,exists
G240700E38038N,CA,G240700E38038N,,RGI60-02.15613,67269072, ,,,exists
G240689E38036N,CA,G240689E38036N,US2L00431003,RGI60-02.15614,67269068, ,,,exists
G240696E38028N,CA,G240696E38028N,,RGI60-02.15615,80458202, ,,,exists
G240701E38030N,CA,G240701E38030N,,RGI60-02.15616,80458206, ,,,exists
G240700E38027N,CA,G240700E38027N,,RGI60-02.15617,80458213, ,,,exists
G240700E38025N,CA,G240700E38025N,,RGI60-02.15618,80458222, ,,,exists
G240672E38020N,CA,G240672E38020N,,RGI60-02.15619,66761365, ,,,exists
G240673E38018N,CA,G240673E38018N,US2K04433008,RGI60-02.15620,66761369, ,,,exists
G240667E38017N,CA,G240667E38017N,US2K04433009,RGI60-02.15621,66761367, ,,,exists
G240697E38018N,CA,G240697E38018N,,RGI60-02.15622,80458248, ,,,exists
G240697E38016N,CA,G240697E38016N,,RGI60-02.15623,80458254, ,,,exists
G240700E38015N,CA,G240700E38015N,,RGI60-02.15624,80458258, ,,,exists
G240674E38013N,CA,G240674E38013N,,RGI60-02.15625,66761385, ,,,exists
G240695E38014N,CA,G240695E38014N,,RGI60-02.15626,80458260, ,,,exists
G240678E38011N,CA,G240678E38011N,,RGI60-02.15627,66761393, ,,,exists
G240680E38011N,CA,G240680E38011N,,RGI60-02.15628,66761397, ,,,exists
G240683E38010N,CA,G240683E38010N,,RGI60-02.15629,66761399, ,,,exists
G240687E38011N,CA,G240687E38011N,,RGI60-02.15630,66761405, ,,,exists
G240689E38007N,CA,G240689E38007N,,RGI60-02.15631,66761409, ,,,exists
G240688E38009N,CA,G240688E38009N,,RGI60-02.15632,66761411, ,,,exists
G240699E38007N,CA,G240699E38007N,,RGI60-02.15633,80458286, ,,,exists
G240727E37996N,CA,G240727E37996N,,RGI60-02.15634,80458314, ,,,exists
G240721E37999N,CA,G240721E37999N,,RGI60-02.15635,80458300, ,,,exists
G240732E37996N,CA,G240732E37996N,,RGI60-02.15636,80458312, ,,,exists
G240681E37993N,CA,G240681E37993N,,RGI60-02.15637,66761427, ,,,exists
G240676E37990N,CA,G240676E37990N,,RGI60-02.15638,66761429, ,,,exists
G240734E37992N,CA,G240734E37992N,,RGI60-02.15639,80458328, ,,,exists
G240684E37987N,CA,G240684E37987N,,RGI60-02.15640,80458310, ,,,exists
G240670E37988N,CA,G240670E37988N,,RGI60-02.15641,66761431, ,,,exists
G240679E37989N,CA,G240679E37989N,,RGI60-02.15642,66761433, ,,,exists
G240661E37985N,CA,G240661E37985N,,RGI60-02.15643,66761437, ,,,exists
G240653E37979N,CA,G240653E37979N,,RGI60-02.15644,66761443, ,,,exists
G240682E37974N,CA,G240682E37974N,,RGI60-02.15645,80458338, ,,,exists
G240691E37972N,CA,G240691E37972N,,RGI60-02.15646,80458342, ,,,exists
G240697E37971N,CA,G240697E37971N,,RGI60-02.15647,80458344, ,,,exists
G240688E37965N,CA,G240688E37965N,,RGI60-02.15648,80458350, ,,,exists
G240691E37963N,CA,G240691E37963N,,RGI60-02.15649,80458358, ,,,exists
G240691E37956N,CA,G240691E37956N,,RGI60-02.15650,80458362, ,,,exists
G240692E37952N,CA,G240692E37952N,US2L00223010,RGI60-02.15651,80458372, ,,,exists
G240698E37946N,CA,G240698E37946N,,RGI60-02.15652,80458388, ,,,exists
G240705E37944N,CA,G240705E37944N,,RGI60-02.15653,80458392, ,,,exists
G240718E37936N,CA,G240718E37936N,US2L00223008,RGI60-02.15654,80458394, ,,,exists
G240702E37937N,CA,G240702E37937N,,RGI60-02.15655,66761471, ,,,exists
G240711E37937N,CA,G240711E37937N,,RGI60-02.15656,80458396, ,,,exists
G240728E37936N,CA,G240728E37936N,,RGI60-02.15657,80458402, ,,,exists
G240708E37933N,CA,G240708E37933N,,RGI60-02.15658,66761477, ,,,exists
G240654E37930N,CA,G240654E37930N,,RGI60-02.15659,66761469, ,,,exists
G240731E37925N,CA,G240731E37925N,,RGI60-02.15660,66761483, ,,,exists
G240734E37921N,CA,G240734E37921N,,RGI60-02.15661,66761493, ,,,exists
G240787E37978N,CA,G240787E37978N,,RGI60-02.15662,80458360, ,,,exists
G240771E37926N,CA,G240771E37926N,,RGI60-02.15663,80458406, ,,,exists
G240783E37925N,CA,G240783E37925N,,RGI60-02.15664,80458414, ,,,exists
G240781E37902N,CA,G240781E37902N,US2L00223007,RGI60-02.15665,80458418, ,2.02E+11,,exists
G240783E37903N,CA,G240783E37903N,,RGI60-02.15666,80458424, ,2.02E+11,,exists
G240786E37902N,CA,G240786E37902N,,RGI60-02.15667,80458426, ,,,exists
G240791E37894N,CA,G240791E37894N,,RGI60-02.15668,66761505, ,,,exists
G240793E37894N,CA,G240793E37894N,,RGI60-02.15669,66761507, ,,,exists
G240796E37891N,CA,G240796E37891N,,RGI60-02.15670,66761511, ,,,exists
G240800E37889N,CA,G240800E37889N,,RGI60-02.15671,80458430, ,,,exists
G240626E38097N,CA,G240626E38097N,,RGI60-02.15672,67268896, ,,,exists
G240344E38249N,CA,G240344E38249N,,RGI60-02.15673,59562647, ,,,exists
G240301E38242N,CA,G240301E38242N,,RGI60-02.15674,59562503, ,,,exists
G240333E38239N,CA,G240333E38239N,,RGI60-02.15675,59562621, ,,,exists
G240309E38235N,CA,G240309E38235N,US2K04421009,RGI60-02.15676,59561987, ,,,exists
G240340E38236N,CA,G240340E38236N,,RGI60-02.15677,59562063, ,,,exists
G240334E38233N,CA,G240334E38233N,,RGI60-02.15678,59562607, ,,,exists
G240323E38233N,CA,G240323E38233N,,RGI60-02.15679,59562033, ,,,exists
G240313E38233N,CA,G240313E38233N,,RGI60-02.15680,59562533, ,,,exists
G240319E38233N,CA,G240319E38233N,,RGI60-02.15681,59562553, ,,,exists
G240356E38229N,CA,G240356E38229N,,RGI60-02.15682,59562713, ,,,exists
G240354E38228N,CA,G240354E38228N,,RGI60-02.15683,59562705, ,,,exists
G240365E38227N,CA,G240365E38227N,,RGI60-02.15684,59562149, ,,,exists
G240251E38218N,CA,G240251E38218N,,RGI60-02.15685,59562227, ,,,exists
G240253E38217N,CA,G240253E38217N,,RGI60-02.15686,59561679, ,,,exists
G240261E38216N,CA,G240261E38216N,,RGI60-02.15687,59562263, ,,,exists
G240266E38216N,CA,G240266E38216N,,RGI60-02.15688,59561769, ,,,exists
G240262E38215N,CA,G240262E38215N,,RGI60-02.15689,59561723, ,,,exists
G240281E38212N,CA,G240281E38212N,,RGI60-02.15690,59561845, ,,,exists
G240282E38210N,CA,G240282E38210N,,RGI60-02.15691,59562393, ,,,exists
G240290E38208N,CA,G240290E38208N,,RGI60-02.15692,59561913, ,,,exists
G240397E38236N,CA,G240397E38236N,,RGI60-02.15693,60573788, ,,,exists
G240392E38235N,CA,G240392E38235N,,RGI60-02.15694,59571881, ,,,exists
G240493E38216N,CA,G240493E38216N,,RGI60-02.15695,60574522, ,,,exists
G240376E38211N,CA,G240376E38211N,,RGI60-02.15696,60574254, ,,,exists
G240412E38195N,CA,G240412E38195N,,RGI60-02.15697,60574004, ,,,exists
G240408E38194N,CA,G240408E38194N,,RGI60-02.15698,60573998, ,,,exists
G240406E38192N,CA,G240406E38192N,,RGI60-02.15699,60573992, ,,,exists
G240412E38189N,CA,G240412E38189N,,RGI60-02.15700,60574302, ,,,exists
G240398E38188N,CA,G240398E38188N,,RGI60-02.15701,60573970, ,,,exists
G240442E38172N,CA,G240442E38172N,,RGI60-02.15702,60574450, ,,,exists
G240445E38172N,CA,G240445E38172N,,RGI60-02.15703,60574166, ,,,exists
G240413E38166N,CA,G240413E38166N,,RGI60-02.15704,66760859, ,,,exists
G240437E38164N,CA,G240437E38164N,,RGI60-02.15705,60573874, ,,,exists
G240417E38164N,CA,G240417E38164N,,RGI60-02.15706,66760867, ,,,exists
G240419E38160N,CA,G240419E38160N,,RGI60-02.15707,66760871, ,,,exists
G240434E38159N,CA,G240434E38159N,,RGI60-02.15708,60573866, ,,,exists
G240424E38159N,CA,G240424E38159N,,RGI60-02.15709,60574056, ,,,exists
G240429E38159N,CA,G240429E38159N,,RGI60-02.15710,60574382, ,,,exists
G240453E38157N,CA,G240453E38157N,,RGI60-02.15711,60574188, ,,,exists
G240441E38156N,CA,G240441E38156N,,RGI60-02.15712,60574442, ,,,exists
G240447E38155N,CA,G240447E38155N,,RGI60-02.15713,60574456, ,,,exists
G240451E38151N,CA,G240451E38151N,,RGI60-02.15714,66760899, ,,,exists
G240430E38151N,CA,G240430E38151N,,RGI60-02.15715,66760889, ,,,exists
G240454E38146N,CA,G240454E38146N,US2L00421003,RGI60-02.15716,60574472, ,,,exists
G240469E38147N,CA,G240469E38147N,,RGI60-02.15717,60574212, ,,,exists
G240473E38146N,CA,G240473E38146N,,RGI60-02.15718,60574216, ,,,exists
G240481E38146N,CA,G240481E38146N,,RGI60-02.15719,60574222, ,,,exists
G240483E38144N,CA,G240483E38144N,,RGI60-02.15720,60574224, ,,,exists
G240484E38142N,CA,G240484E38142N,,RGI60-02.15721,60574226, ,,,exists
G240453E38140N,CA,G240453E38140N,,RGI60-02.15722,66760923, ,,,exists
G240486E38139N,CA,G240486E38139N,,RGI60-02.15723,60574506, ,,,exists
G240490E38139N,CA,G240490E38139N,,RGI60-02.15724,60574236, ,,,exists
G240492E38138N,CA,G240492E38138N,,RGI60-02.15725,60574520, ,,,exists
G240496E38136N,CA,G240496E38136N,,RGI60-02.15726,66760961, ,,,exists
G240480E38134N,CA,G240480E38134N,,RGI60-02.15727,66760951, ,,,exists
G240476E38134N,CA,G240476E38134N,,RGI60-02.15728,66760949, ,,,exists
G240473E38134N,CA,G240473E38134N,,RGI60-02.15729,66760947, ,,,exists
G240612E37838N,CA,G240612E37838N,,RGI60-02.15730,66761515, ,,,exists
G240321E38300N,CA,G240321E38300N,,RGI60-02.15731,59567875, ,,,exists
G240324E38299N,CA,G240324E38299N,,RGI60-02.15732,59567879, ,,,exists
G240334E38294N,CA,G240334E38294N,,RGI60-02.15733,59567889, ,,,exists
G240350E38290N,CA,G240350E38290N,,RGI60-02.15734,59567911, ,,,exists
G240352E38286N,CA,G240352E38286N,US2L00421007,RGI60-02.15735,60572796, ,,,exists
G240382E38268N,CA,G240382E38268N,,RGI60-02.15736,60570318, ,,,exists
G240392E38266N,CA,G240392E38266N,,RGI60-02.15737,60570322, ,,,exists
G240405E38266N,CA,G240405E38266N,,RGI60-02.15738,60570316, ,,,exists
G240545E38113N,CA,G240545E38113N,US2L00432013,RGI60-02.15739,67268826, ,,,exists
G240608E38114N,CA,G240608E38114N,,RGI60-02.15740,67268846, ,,,exists
G240538E38111N,CA,G240538E38111N,,RGI60-02.15741,67268830, ,,,exists
G240603E38112N,CA,G240603E38112N,,RGI60-02.15742,67268852, ,,,exists
G240599E38108N,CA,G240599E38108N,US2L00432011,RGI60-02.15743,67268868, ,,,exists
G240605E38107N,CA,G240605E38107N,,RGI60-02.15744,67268870, ,,,exists
G240608E38104N,CA,G240608E38104N,,RGI60-02.15745,67268878, ,,,exists
G240551E38102N,CA,G240551E38102N,,RGI60-02.15746,67268848, ,,,exists
G240614E38101N,CA,G240614E38101N,US2L00432008,RGI60-02.15747,67268886, ,,,exists
G240620E38098N,CA,G240620E38098N,,RGI60-02.15748,67268890, ,,,exists
G240540E38098N,CA,G240540E38098N,,RGI60-02.15749,67268856, ,,,exists
G240544E38098N,CA,G240544E38098N,,RGI60-02.15750,67268866, ,,,exists
G240556E38097N,CA,G240556E38097N,,RGI60-02.15751,67268872, ,,,exists
G240554E38095N,CA,G240554E38095N,,RGI60-02.15752,67268880, ,,,exists
G240591E38088N,CA,G240591E38088N,,RGI60-02.15753,66761047, ,,,exists
G240615E38076N,CA,G240615E38076N,,RGI60-02.15754,66761099, ,,,exists
G240604E38073N,CA,G240604E38073N,,RGI60-02.15755,66761101, ,,,exists
G240610E38072N,CA,G240610E38072N,US2K04433001,RGI60-02.15756,66761113, ,,,exists
G240773E38007N,CA,G240773E38007N,,RGI60-02.15757,80458304, ,,,exists
G240806E38003N,CA,G240806E38003N,,RGI60-02.15758,80458322, ,,,exists
G240792E38004N,CA,G240792E38004N,,RGI60-02.15759,80458318, ,,,exists
G240797E38002N,CA,G240797E38002N,,RGI60-02.15760,80458330, ,,,exists
G241146E37484N,CA,G241146E37484N,,RGI60-02.15761,77318290, ,,,exists
G241254E37219N,CA,G241254E37219N,,RGI60-02.15762,77258507, ,,,exists
G237799E41422N,Bolam Glacier CA,G237799E41422N,,RGI60-02.16497,103359085,257326,2.02E+11,,exists
G237812E41420N,Hotlum Glacier CA,G237812E41420N,,RGI60-02.16498,120011358,261559,2.02E+11,,exists
G237789E41414N,Whitney Glacier CA,G237789E41414N,,RGI60-02.16499,103359093,269049,2.02E+11,,exists
G237818E41408N,Wintun Glacier CA,G237818E41408N,,RGI60-02.16500,120011355,269256,2.02E+11,,exists
G237805E41400N,Konwakiton Glacier CA,G237805E41400N,,RGI60-02.16501,120011359,262238,2.02E+11,,exists
G237823E41399N,Watkins Glacier CA,G237823E41399N,,RGI60-02.16502,120011357,1657882,2.02E+11,,exists
G237806E41388N,Mud Creek Glacier CA,G237806E41388N,,RGI60-02.16503,120011356,1657873,,,exists
G241491E37100N,Palisade Glacier CA,G241491E37100N,,RGI60-02.18783,77318798, ,2.02E+11,,exists
G241482E37103N,CA,G241482E37103N,,RGI60-02.18784,77318798, ,2.02E+11,,exists
G241323E37171N,Darwin Glacier CA,G241323E37171N,US2K04457002,RGI60-02.18785,77258597, ,2.02E+11,,exists
G241328E37170N,CA,G241328E37170N,,RGI60-02.18786,77258597, ,2.02E+11,,exists
G240681E37970N,Conness Glacier CA,G240681E37970N,,RGI60-02.18787,80458340, ,2.02E+11,,exists
G240688E37969N,CA,G240688E37969N,US2L00223014,RGI60-02.18788,80458340, ,2.02E+11,,exists
G241380E37143N,CA,G241380E37143N,,RGI60-02.18789,77318654, ,2.02E+11,,exists
G241385E37145N,CA,G241385E37145N,,RGI60-02.18790,77318654, ,2.02E+11,,exists
G238484E40498N,CA,G238484E40498N,,RGI60-02.18808,76960771, ,,,exists
G238491E40496N,CA,G238491E40496N,,RGI60-02.18809,76960775, ,,,exists
G238484E40487N,CA,G238484E40487N,,RGI60-02.18810,76960785, ,,,exists
G238489E40486N,CA,G238489E40486N,,RGI60-02.18811,76960785, ,,,exists
G238494E40487N,CA,G238494E40487N,,RGI60-02.18812,83411556, ,,,exists
G238495E40490N,CA,G238495E40490N,,RGI60-02.18813,83411552, ,,,exists
G238499E40489N,CA,G238499E40489N,,RGI60-02.18814,83411554, ,,,exists
G238504E40483N,CA,G238504E40483N,,RGI60-02.18815,83411576, ,,,exists
